ID,Year,Month,Stage,ProjectNumber,Lead,ShortTitle,Programme,Funder,TotalBudget,StaffTime 
4165,2009,4,D,2609,CB,Preparation for the world congress to Developing ecosystem indicators,D4,Unknown,0,0
4166,2009,4,D,2618A,PH,Harmonization of National Reporting,D4,Australian Department of Environment,27177.79031,0
4167,2009,4,D,2621,DG,IPIECA: Modernise IMAPS facility,C2,IPIECA,0,0
4168,2009,4,D,2624,BD,Arctic Coastal Zones At Risk,D2,,0,0
4169,2009,4,D,2627,JMH,Reconciling KBAs & HVCFs & Gap Analysis,A1,Various inc TNC & CI,200000,200000
4170,2009,4,D,2660,MW,Methods for quantifying the level of threat of ecosystems,D4,,0,0
4171,2009,4,D,2661,CB,Mapping ecosystem services,D4,,0,0
4172,2009,4,D,2664,LC,Methodologies and Tools for assessing the social impacts of protected areas,D5,GEF,0,0
4173,2009,4,D,2665,LC,Extending the Protecting Carbon concept note for German Govt,D5,German Government,0,0
4174,2009,4,D,2666,CC,Biodiversity mapping and Vulnerable Marine Ecosystems database,D5,,0,0
4175,2009,4,D,2672,CC,Measuring socio-economic indicators and impacts of marine protected areas,D5,University of Washington and FAO,0,0
4176,2009,4,D,2684,MW,Revisiting/updating the global forest cover map,D4,,0,0
4177,2009,4,D,2685,MW,Mapping the economic value of protected area tourism,D4,,0,0
4178,2009,4,D,2698,DG,ARCGIS Marine Emergency Demonstrator,C2,,0,0
4179,2009,4,D,2699,CC,Wet List,D5,IUCN,0,0
4180,2009,4,D,2700,KT,Millennium Coral Dataset,H1,NASA,0,0
4181,2009,4,D,2704,PB,Cloud forest mapping workshop,D4,,0,0
4182,2009,4,D,2706,CDB,Production of updated Global Forest Map,D5,,0,0
4183,2009,4,D,2707,CDB,Protected Areas and deforestation,D5,,0,0
4184,2009,4,D,2708,CDB,Protection of forest in Global Priority Areas,D5,,0,0
4185,2009,4,D,2709,CDB,Identifying Gold Standards for Carbon Protection,D5,,0,0
4186,2009,4,D,2713,CDB,Capacity development for regional biodiversity networks,D5,,0,0
4187,2009,4,D,2714,CDB,Systems level PA reporting tools,D5,,0,0
4188,2009,4,D,2715,CDB,Middle Eastern/North African Pas,D5,,0,0
4189,2009,4,D,2716,CDB,Ecosystem services associated with PAs,D5,,0,0
4190,2009,4,D,2717,CDB,Strengthening POWPA reporting,D5,,0,0
4191,2009,4,D,2718,CDB,World Heritage 2008-9,D5,,0,0
4192,2009,4,D,2719,GF,Trade in exotic leather (follow up),D3,,0,0
4193,2009,4,D,2720,GF,Directory of crocodile ranching operations,D3,,0,0
4194,2009,4,D,2721,GF,Analysis of species synonymy in international agreements,D3,,0,0
4195,2009,4,D,2722,GF,Support for CITES national reporting,D3,,0,0
4196,2009,4,D,2723,GF,Register of captive breeding operations,D3,,0,0
4197,2009,4,D,2724,GF,Register of ranching of species moved between CITES appendices,D3,,0,0
4198,2009,4,D,2725,GF,Analysis of species trade on the Internet,D3,,0,0
4199,2009,4,D,2726,GF,CITES ID Manual,D3,,0,0
4200,2009,4,D,2727,GF,Periodic review of CITES appendices,D3,,0,0
4201,2009,4,D,2728,GF,CITES regional analyses,D3,,0,0
4202,2009,4,D,2730,GF,"Links to EC vetinary data, anticipated target EC",D3,,0,0
4203,2009,4,D,2732,CDB,Protected Areas and Climate Change,D5,,0,0
4204,2009,4,D,2736,PB,Ecosystem Management Capacity Building,D4,,0,0
4205,2009,4,D,2740,CDB,Protected Areas Programme Website,D5,CBD Secretariat,35000,31500
4206,2009,4,D,2747,BD,Lessons from CBRNM,D2,,0,0
4207,2009,4,D,2753,JMH,GEO-BON,A1,Diversitas,33972.23789,0
4208,2009,4,D,2768,CC,Integrating protected areas into wider land and seascapes,D5,,50000,0
4209,2009,4,D,2773,TY,Support to the ICRI Secretariat 2009-11,H1,French Government,203833.4273,101916.7137
4210,2009,4,D,2784,SF,Trends in ornamental fish trade,D3,Lloyds Bank,5000,5000
4211,2009,4,D,2786,AF,Conservation Commons,D4,,0,0
4212,2009,4,D,2790,BD,DELC Briefing papers,D2,UNEP DELC,13588.89515,13588.89515
4213,2009,4,D,2791,BD,Ecosystem-based adaptation paper,D2,UNEP DEPI,6794.447577,6794.447577
4214,2009,4,D,4004,AC,Mapping forest carbon in the Congo Basin using LIDAR and satellite based sensors,C2,,0,0
4215,2009,4,D,4006,KT,Global Climate Change Alliance Support,H1,EC,0,0
4216,2009,4,D,4009,CC,Global review of marine protected areas of international significance,D5,"French MPA Agency, French Ministry of Environment",300000,0
4217,2009,4,D,4010,GF,Trade in elephant specimens,D3,CITES Secretariat,15000,12750
4218,2009,4,D,4011,CB,MA Methods Manual - French Translation,D4,UNEP/UNDP Poverty and Environment Initiative,11210.8385,11210.8385
4219,2009,4,D,4012,CB,MA Methods Manual - Spanish Translation,D4,European Environment Agency (EEA),0,0
4220,2009,4,D,4015,TY,CSI Guam,H1,NOAA via US National Fish and Wildlife Foundation,37688.12127,4242.453067
4221,2009,4,D,4016,AC,Protected Areas Assessment and Monitoring (PAAM) tool,C2,"RSPB, Birdlife, JRC, NASA, Kings College",0,0
4222,2009,4,F,2395,CDB,Web-based Literature  review - conservation,D5,"Manchester Uni, ESRC",5000,1
4223,2009,4,F,2712,CDB,Strengthening POWPA reporting,D5,CBD Secretariat,50000,2
4224,2009,4,F,2767,PH,Review of CBD National Reports,D4,UNEP GEF,32613.34837,1
4225,2009,4,F,2783,CM,CBD Consultancy on Development of Web Portal,D4,CBD Secretariat,8153.337093,1
4226,2009,4,F,2785,GF,CITES e-permits toolkit,D3,CITES Secretariat,10000,1
4227,2009,4,F,2695,PH,CBD Antarctic Treaty System,D4,CBD,120000,2
4228,2009,5,1,2560A,PH,Biodiversity Knowledge Base (Phase 2),D4,MRAG,53092,50666
4229,2009,5,1,2625,HG,Livelihoods & CITES,D3,CITES Secretariat,26624.07,16640.04
4230,2009,5,1,2650,BD,UN REDD,D2,Norwegian Government,194893.7692,179631
4231,2009,5,1,2758,BD,Support to UNEP Climate Coordinator,D2,UNEP DTIE,66229.55163,59606.6
4232,2009,5,1,2803,JS,Microsoft Internship 2009 - 2012,A6,Microsoft Research Ltd,954000,220999.92
4233,2009,5,1,3000,JMH,Proteus,A1,Anglo American,0,10500
4234,2009,5,1,3000,JMH,Proteus,A1,BHP Billiton,0,17500
4235,2009,5,1,3000,JMH,Proteus,A1,BP,0,25008.92
4236,2009,5,1,3000,JMH,Proteus,A1,ENI,0,108778.2
4237,2009,5,1,3000,JMH,Proteus,A1,Exxon Mobil,0,22508.03
4238,2009,5,1,3000,JMH,Proteus,A1,Premier Oil,0,700
4239,2009,5,1,3000,JMH,Proteus,A1,Repsol YPF,0,10500
4240,2009,5,1,3000,JMH,Proteus,A1,Rio Tinto,0,12250
4241,2009,5,1,3000,JMH,Proteus,A1,Shell,0,70000
4242,2009,5,1,3000,JMH,Proteus,A1,Total,0,17500
4243,2009,5,1,3000,JMH,Proteus,A1,I.H.S Energy,0,33032.6
4244,2009,5,1,3000,JMH,Proteus,A1,Munich Re,0,1367.8
4245,2009,5,1,4005,SH,HERMIONE,H1,EC,51704.78968,46238.89
4246,2009,5,1,4010,GF,Trade in elephant specimens,D3,CITES Secretariat,12926,12926
4247,2009,5,LIA,2028Y,SH,CRU 2009 ICA,H1,UNEP DEPI,104886.4682,100024.8633
4248,2009,5,LIA,2571,TY,ICRI Revision Doc 2009,H1,UNEP DEPI,185257.2297,38904.01823
4249,2009,5,LIA,2703,MW,GBO-3 (Defra),D4,Defra,20090.49458,5415.698538
4250,2009,5,LIA,2775,MM,UNEP Project Document 2009 (MEA Support),D1,UNEP DEWA,123504.8198,123504.8198
4251,2009,5,2,2303A,HP, IABIN PA's Thematic Network,D5,IABIN,78425.56056,61752.40989
4252,2009,5,2,2726,GF,CITES ID Manual,D3,CITES,18525.72297,18525.72297
4253,2009,5,2,2777,MM,UNEP Project Document 2008-9 (Supplementary Budget),D1,UNEP DEWA,308762.0494,277885.8445
4254,2009,5,2,2795,AJ,CITES-UK e-permit-xchange,D3,Defra,42734,42014
4255,2009,5,2,3000,JMH,Proteus,A1,Conoco-Phillips,219221.0551,164415.7913
4256,2009,5,2,4003,HP,Economic contribution of the Brazilian protected areas,D5,Defra,158217,49249
4257,2009,5,A,2560B,PH,Biodiversity Knowledge Base (Phase 3),D4,MRAG,196406.422,52409.98585
4258,2009,5,A,2655,AC,EUROGEOSS,C2,EC FP7 via JRC,112681.4696,95211.47429
4259,2009,5,A,2718,CDB,World Heritage 2008-9,D5,IUCN,14820.57837,13585.53018
4260,2009,5,A,2797,CDB,Mayombe Forest,D5,UNEP DEPI,8027.813285,6834.139202
4261,2009,5,A,3000,JMH,Proteus,A1,BP,25000,21250
4262,2009,5,A,3000,JMH,Proteus,A1,Chevron,61752.40989,52489.5484
4263,2009,5,A,3000,JMH,Proteus,A1,Total Foundation,50000,42500
4264,2009,5,A,3000,JMH,Proteus,A1,AngloAmerican,61752.40989,52489.5484
4265,2009,5,A,3000,JMH,Proteus,A1,Rio Tinto,35000,29750
4266,2009,5,A,3000,JMH,Proteus,A1,Repsol,29892,25408.2
4267,2009,5,A,3000,JMH,Proteus,A1,Statoil,61752.40989,52489.5484
4268,2009,5,A,3000,JMH,Proteus,A1,Premier Oil,2000,1700
4269,2009,5,A,3000,JMH,Proteus,A1,Exxon Mobil,45234.31375,38449.16668
4270,2009,5,A,3000,JMH,Proteus,A1,BHP Billiton,50000,42500
4271,2009,5,A,4000,MW,JNCC contribution to post 2010 indicators review,D4,JNCC,22000,22000
4272,2009,5,A,4002,HP,Supporting the Brazilian ARPA Programme,D5,GTZ,16920.16031,16920.16031
4273,2009,5,A,4008,ST/CM,UNEP Discover,C2,UNEP DEWA,9262.861483,9262.861483
4274,2009,5,A,4014,KT,Fishing the Line,H1,Esmee Fairbarn Foundation,50961.17626,8306.316654
4275,2009,5,A,4017,JDH,IPBES Gap Analysis,A1,UNEP DEPI,43226.68692,21613.34346
4276,2009,5,A,4020,BD,German Bioenergy,D2,Oko Institute,8000,8000
4277,2009,5,A,4021,BD,UN REDD - Staff,D2,UNEP DEPI,61752.40989,61752.40989
4278,2009,5,A,4025,BD,Carbon and biodiversity map for Honduras,D2,World Bank,12350.48198,10925
4279,2009,5,A,5001,BD,Carbon and Biodiversity atlas 2009,D2,German Government,279519.9245,188675.9491
4280,2009,5,B,2127D,NB,Pacific Coral Disease ID,H1,"NOAA, Living Oceans Foundation",15438.10247,7000
4281,2009,5,B,2215B,GF,Wings Over Wetlands Contacts Networking Database,D3,UNOPS,27715,21715
4282,2009,5,B,2386,GF,CITES Global Overview 2010,D3,Qatar Government,169819.1272,135855.3018
4283,2009,5,B,2490B,GF,CITES Support 2010,D3,CITES,63417,63417
4284,2009,5,B,2490C,GF,CITES Support 2011,D3,CITES,63417,63417
4285,2009,5,B,2618,PH,MEA Knowledge Management phase II,D4,UNEP DELC,463143.0742,416828.7667
4286,2009,5,B,2618A,PH,Harmonization of National Reporting,D4,Australian Department of Environment,24700.96396,0
4287,2009,5,B,2622,PH,Integrated reporting to the Rio Conventions,D4,UNEP GEF,456967.8332,154381.0247
4288,2009,5,B,2662,PH,Ramsar Indicators 2009-2011,D4,Ramsar Secretariat,5000,3500
4289,2009,5,B,2679,MW,Wadden Sea Atlas,D4,Parties to Wadden Sea Agreement,33192.99104,13102.49646
4290,2009,5,B,2694,PH,Arctic Biodiversity Assessment and MEAs,D4,UNEP GRID-Arendal,172906.7477,49401.92791
4291,2009,5,B,2733,KT,Global Island Futures,H1,Italian Government,524099.8585,157229.9575
4292,2009,5,B,2742,CDB,Reporting on Protected Areas Financial Sustainability,D5,UNDP,30876.20494,18525.72297
4293,2009,5,B,2752,CDB,West African Protected Areas,D5,UNEP GEF,2245542.402,1235048.198
4294,2009,5,B,2755,MW,Integrating sustainable use into decision making (ProEcoServ),D4,UNEP DEPI,0,0
4295,2009,5,B,2759,CM,Nippon Koei Pipeline Route,C2,Nippon Koei,19365,15825
4296,2009,5,B,2793,BD,Tanzania REDD,D2,UN REDD,61752.40989,12350.48198
4297,2009,5,B,4001,JS,Implementation of Biofuels Directive,D2,European Commission,369500.8822,41005.57293
4298,2009,5,B,4011,CB,MA Methods Manual - French Translation,D4,UNEP/UNDP Poverty and Environment Initiative,10189.14763,0
4299,2009,5,B,4012,CB,MA Methods Manual - Spanish Translation,D4,European Environment Agency (EEA),17469.99528,0
4300,2009,5,B,4013,TT,GRI Ecosystem services,D4,"Dutch Government, ICCO and Solidaridad",27705.66552,24580.28336
4301,2009,5,B,4015,TY,CSI Guam,H1,NOAA via US National Fish and Wildlife Foundation,36821.72697,5327.997925
4302,2009,5,B,4018,BD,Climascope,D2,WWF,61752.40989,61752.40989
4303,2009,5,B,4019,TY,CSI Caribbean,H1,US DOS,61134.88579,9170.232868
4304,2009,5,B,4022,BD,Biofuel Gateway,D2,WWF Germany,30000,25000
4305,2009,5,C,2037B,CB,FRIS - Stage 3,D4,,0,0
4306,2009,5,C,2138C,BD,Forest Certification 2010,D4,Private Sector,150000,150000
4307,2009,5,C,2383,CB,Global Mapping IAS,D4,New Zealand Government,132000,99000
4308,2009,5,C,2403,CDB,Vision 2020,D5,"UNEP PCMU, UNEP DEWA, TNC",935518.2474,701638.6856
4309,2009,5,C,2447,MW,MA Sub Global Follow Up,D4,"UNEP PCMU, UNEP DEWA",524895.484,277885.8445
4310,2009,5,C,2575,MW,IAS Indicators,D4,,27788.58445,27788.58445
4311,2009,5,C,2601,CDB,"Transboundary Conservation Governance:
Tools for Strengthening Global Co-operation
",D5,,61500,42500
4312,2009,5,C,2623,HG,Africa Timber Tree Workshop,D3,Netherland Government & others,100000,50000
4313,2009,5,C,2663,BD,Biofuel Impacts,D2,Worldbank and UNEP,43226.68692,29447.8717
4314,2009,5,C,2668,LC,Protecting Carbon,D5,WWF International Forest Programme,0,0
4315,2009,5,C,2671,CC,Incorporating Marine Protected Area Management Effectiveness into the Global Study,D5,University of Queensland,0,0
4316,2009,5,C,2674,CC,Analysis of marine protected areas and marine biodiversity,D5,"OBIS, EC, Proteus",0,0
4317,2009,5,C,2731,IL,CILCA - Agrocertification,C2,,0,0
4318,2009,5,C,2736,PB,Ecosystem Management Capacity Building,D4,UNEP-DEPI,50000,0
4319,2009,5,C,2760,FK,How healthy are our oceans,H1,,71015.27137,32728.77724
4320,2009,5,C,2774,CC,"Understanding the conservation role, extent, and impact of Private Protected Areas",D5,"The Nature Conservancy, the IUCN World Commission on Protected Areas, Fundaci—n Ambiente y Recursos Naturales, IIED, DFID, the GEF",163643.8862,0
4321,2009,5,D,2178,MW,Drylands Watch,D4,UNCCD,59000,44250
4322,2009,5,D,2194,MW,Global Targeting of Landscape Interventions,D4,ICRAF,0,0
4323,2009,5,D,2351,JDH,Biodiversity Yearbook,D4,"UNEP PCMU, UNEP DEWA",196537.4469,147403.0852
4324,2009,5,D,2391,CR,Seagrass Database,C2,University of New Hampshire,10000,7500
4325,2009,5,D,2460,BD,Regional Scenario Manual,D4,CBD,0,0
4326,2009,5,D,2503,HG,Oceania Timber Tree Workshop,D3," Australian Gov, Netherlands Gov, UK Gov",123504.8198,0
4327,2009,5,D,2521,CB,GBIF for 2010,D4,GBIF,26204.99292,26204.99292
4328,2009,5,D,2524,MW,Arctic 2010 Biodiversity Assessment Report,D4,"CAFF, Arctic Governments",510997.362,383248.0215
4329,2009,5,D,2529,DG,Satellite Imagery,C2,"WRI, National Geographic",0,0
4330,2009,5,D,2535,JMH,National Agency Biodiversity Assessment Tool (NABAT),D4,,0,0
4331,2009,5,D,2536,JDH,Scholarship scheme for UNEP-WCMC,A1,,0,0
4332,2009,5,D,2568,CB,Biodiversity Offsets,D4,,0,0
4333,2009,5,D,2600,CDB,"Planning for Climate Change: The effects of climate change on protected area coverage of forest ecosystems
",D5,,34324,34324
4334,2009,5,D,2609,CB,Preparation for the world congress to Developing ecosystem indicators,D4,Unknown,0,0
4335,2009,5,D,2621,CM,IPIECA: Modernise IMAPS facility,C2,IPIECA,0,0
4336,2009,5,D,2627,JMH,Reconciling KBAs & HVCFs & Gap Analysis,A1,Various inc TNC & CI,200000,200000
4337,2009,5,D,2660,MW,Methods for quantifying the level of threat of ecosystems,D4,,0,0
4338,2009,5,D,2661,CB,Mapping ecosystem services,D4,,0,0
4339,2009,5,D,2664,LC,Methodologies and Tools for assessing the social impacts of protected areas,D5,GEF,0,0
4340,2009,5,D,2665,LC,Extending the Protecting Carbon concept note for German Govt,D5,German Government,0,0
4341,2009,5,D,2672,CC,Measuring socio-economic indicators and impacts of marine protected areas,D5,University of Washington and FAO,0,0
4342,2009,5,D,2684,MW,Revisiting/updating the global forest cover map,D4,,0,0
4343,2009,5,D,2685,MW,Mapping the economic value of protected area tourism,D4,,0,0
4344,2009,5,D,2698,CM,ARCGIS Marine Emergency Demonstrator,C2,,0,0
4345,2009,5,D,2699,CC,Wet List,D5,IUCN,0,0
4346,2009,5,D,2700,KT,Millennium Coral Dataset,H1,NASA,0,0
4347,2009,5,D,2706,CDB,Production of updated Global Forest Map,D5,,0,0
4348,2009,5,D,2707,CDB,Protected Areas and deforestation,D5,,0,0
4349,2009,5,D,2708,CDB,Protection of forest in Global Priority Areas,D5,,0,0
4350,2009,5,D,2709,CDB,Identifying Gold Standards for Carbon Protection,D5,,0,0
4351,2009,5,D,2713,CDB,Capacity development for regional biodiversity networks,D5,,0,0
4352,2009,5,D,2714,CDB,Systems level PA reporting tools,D5,,0,0
4353,2009,5,D,2715,CDB,Middle Eastern/North African Pas,D5,,0,0
4354,2009,5,D,2716,CDB,Ecosystem services associated with PAs,D5,,0,0
4355,2009,5,D,2717,CDB,Strengthening POWPA reporting,D5,,0,0
4356,2009,5,D,2719,GF,Trade in exotic leather (follow up),D3,,0,0
4357,2009,5,D,2720,GF,Directory of crocodile ranching operations,D3,,0,0
4358,2009,5,D,2721,GF,Analysis of species synonymy in international agreements,D3,,0,0
4359,2009,5,D,2722,GF,Support for CITES national reporting,D3,,0,0
4360,2009,5,D,2724,GF,Register of ranching of species moved between CITES appendices,D3,,0,0
4361,2009,5,D,2725,GF,Analysis of species trade on the Internet,D3,,0,0
4362,2009,5,D,2727,GF,Periodic review of CITES appendices,D3,,0,0
4363,2009,5,D,2728,GF,CITES regional analyses,D3,,0,0
4364,2009,5,D,2730,GF,"Links to EC vetinary data, anticipated target EC",D3,,0,0
4365,2009,5,D,2732,CDB,Protected Areas and Climate Change,D5,,0,0
4366,2009,5,D,2740,CDB,Protected Areas Programme Website,D5,CBD Secretariat,35000,31500
4367,2009,5,D,2753,JMH,GEO-BON,A1,Diversitas,30876.20494,0
4368,2009,5,D,2768,CC,Integrating protected areas into wider land and seascapes,D5,,50000,0
4369,2009,5,D,2786,AF,Conservation Commons,D4,,0,0
4370,2009,5,D,2790,BD,DELC Briefing papers,D2,UNEP DELC,12350.48198,12350.48198
4371,2009,5,D,2791,BD,Ecosystem-based adaptation paper,D2,UNEP DEPI,6175.240989,6175.240989
4372,2009,5,D,4004,AC,Mapping forest carbon in the Congo Basin using LIDAR and satellite based sensors,C2,,0,0
4373,2009,5,D,4006,KT,Global Climate Change Alliance Support,H1,EC,0,0
4374,2009,5,D,4009,CC,Global review of marine protected areas of international significance,D5,"French MPA Agency, French Ministry of Environment",300000,0
4375,2009,5,D,4016,AC,Protected Areas Assessment and Monitoring (PAAM) tool,C2,"RSPB, Birdlife, JRC, NASA, Kings College",0,0
4376,2009,5,D,4023,BB,World Heritage 2010-11,D5,IUCN,14820.57837,13585.53018
4377,2009,5,D,4024,HP,Building capacity on financial planning for protected areas in Brazil,D5,"UNEP Brazil, TNC Brazil, WWF Brazil, and the Minsitry of Environemnt in Brazil",0,0
4378,2009,5,D,4026,GF,EU Wildlife Trade Support Services 2011-2014,D3,EC,800000,720000
4379,2009,5,D,4027,GF,CMS Party Reports 2011,D3,CMS Secretariat,21775.47562,21775.47562
4380,2009,5,D,4028,NB,Communities and Coral Reefs: Managing for Resilience,H1,DFID,0,0
4381,2009,5,F,2037C,BD,FRIS carbon,D2,,0,0
4382,2009,5,F,2396,BD,World Atlas of Biodiversity and Climate Change ,D2,"UNEP PCMU, UNEP DEWA, Norwegian Government, Defra.",321112.5314,2
4383,2009,5,F,2439,PB,Information management in Protected Areas,D4,PRONATURA and Government,80000,60000
4384,2009,5,F,2506,BD,SEARCH ITN (Revised),D2,EC 7th Framework (Marie Curie),139824.6948,3
4385,2009,5,F,2542,KT,Revised World Atlas of Mangroves,H1,ITTO and others,0,2
4386,2009,5,F,2573,BD,Climate change & AZE,D2,,0,0
4387,2009,5,F,2624,BD,Arctic Coastal Zones At Risk,D2,,0,0
4388,2009,5,F,2656,BD,Adaptation Tool,D2,UNEP DEWA,185257.2297,1
4389,2009,5,F,2680,HP,Improving reporting on management effectiveness,D5,,0,0
4390,2009,5,F,2704,PB,Cloud forest mapping workshop,D4,,0,0
4391,2009,5,F,2723,GF,Register of captive breeding operations,D3,,0,0
4392,2009,5,F,2745,BD,Implications of REDD for Biodiversity,D2,,20000,1
4393,2009,5,F,2747,BD,Lessons from CBRNM,D2,,0,0
4394,2009,5,F,2763,KT,MACEMP - Zanzibar MPAs,H1,Mott MacDonald,5200,1
4395,2009,5,F,2765,BD,Great apes & REDD,D2,UNEP DEWA,0,0
4396,2009,5,F,2773,TY,Support to the ICRI Secretariat 2009-11,H1,French Government,185257.2297,2
4397,2009,5,F,2784,SF,Trends in ornamental fish trade,D3,Lloyds Bank,5000,1
4398,2009,5,F,2792,BD,Measuring carbon benefits,D2,UNEP GEF,18525.72297,2
4399,2009,6,1,2028V,SH,CRU 2008 & 2009,H1,UNEP DEPI,-106954.2105,-71847
4400,2009,6,1,2028V,SH,CRU 2008 & 2009,H1,UNEP DEPI,102943.644,99799.11
4401,2009,6,1,2303A,HP, IABIN PA's Thematic Network,D5,IABIN,76909.10192,62483.5
4402,2009,6,1,2673A,CC,ICCA Outreach,D5,UNOPS,16761.6,3104
4403,2009,6,1,2703,MW,GBO-3 (Defra),D4,Defra,19477,5250.23
4404,2009,6,1,2718,CDB,World Heritage 2008-9,D5,IUCN,14599.2,14599
4405,2009,6,1,2775A,HP,UNEP - UNEP IABIN,D5,UNEP,60290,60290
4406,2009,6,1,2775B,DSS,UNEP - Forest Fragmentation,D4,UNEP,18087,0
4407,2009,6,1,2775C,MW,UNEP - SUB Global Assessment,D4,UNEP,30145,11550
4408,2009,6,1,2775D,JH,UNEP - IPBES Gap Analysis,A6,UNEP,12058,11508
4409,2009,6,1,2775E,KT,UNEP - Protected Marine Areas,H1,UNEP,45217.5,23303
4410,2009,6,1,2775F,CC,UNEP - Marine Areas Beyond National Jurd,D5,UNEP,15072.5,12073
4411,2009,6,1,2775G,PH,UNEP - Knowledge Management Portal,D4,UNEP,15072.5,13872.5
4412,2009,6,1,2775H,GF,UNEP - Species Database,D3,UNEP,45217.5,45217.5
4413,2009,6,1,2775I,CM,UNEP - Discover,C2,UNEP,24116,21101.5
4414,2009,6,1,2775J,MW,UNEP - MDG7 Report,C2,UNEP,15072.5,13475
4415,2009,6,1,2775K,MA,UNEP - Revise/upgrade website,C2,UNEP,15072.5,5000
4416,2009,6,1,2775L,JR,UNEP - Access to rep/publications,A6,UNEP,15072.5,9772.98
4417,2009,6,1,2804,HP,PAME Assessments in Europe,D5,University of Greifswald,2768.79,2768.79
4418,2009,6,1,3000,JMH,Proteus,A1,Conoco-Phillips,172455.6716,172455.6716
4419,2009,6,1,3000,JMH,Proteus 08 c/f,A1,Proteus ,125266.11,125266.11
4420,2009,6,1,3000,JMH,Proteus,A1,Chevron,68170.5,57944.925
4421,2009,6,1,3001,JMH,Proteus Correction,A1,IHS,-94378.86,-80222.03
4422,2009,6,1,3001,JMH,Proteus,A1,IHS,20536.79,17456.2715
4423,2009,6,1,3000,JMH,Proteus,A1,StatOil,50000,42500
4424,2009,6,1,4020,BD,German Bioenergy,A6,Oko Institute,6849,6849
4425,2009,6,1,4025,BD,Carbon and biodiversity map for Honduras,D2,World Bank,12238,9482
4426,2009,6,LIA,2571,TY,ICRI Revision Doc 2009,H1,UNEP DEPI,181600.2615,38136.05492
